# ----------------------------------------
# Alle Websitedaten
# Ereignisseiten
# 20160101-20170131
# ----------------------------------------

Seite,Ereignisse gesamt,Eindeutige Ereignisse,Ereigniswert,Durchschn. Wert
/praktikumsplatz/9098,4,4,33.822,"8.455,50"
/praktikumsplatz/9094,19,11,169.034,"8.896,53"
/praktikumsplatz/9092,26,22,236.595,"9.099,81"
/praktikumsplatz/9080,7,4,67.509,"9.644,14"
/praktikumsplatz/9079,4,4,33.751,"8.437,75"
/praktikumsplatz/9075,4,4,33.736,"8.434,00"
/praktikumsplatz/9067,4,4,33.706,"8.426,50"
/praktikumsplatz/9064,4,4,33.695,"8.423,75"
/praktikumsplatz/9042,4,4,33.613,"8.403,25"
/praktikumsplatz/9041,4,4,33.610,"8.402,50"
/praktikumsplatz/9021,11,11,100.606,"9.146,00"
/praktikumsplatz/8987,15,15,133.636,"8.909,07"
/praktikumsplatz/8978,4,4,33.376,"8.344,00"
/praktikumsplatz/8954,4,4,33.286,"8.321,50"
/praktikumsplatz/8933,4,4,33.208,"8.302,00"
/praktikumsplatz/8932,7,7,66.409,"9.487,00"
/praktikumsplatz/8920,15,4,132.640,"8.842,67"
/praktikumsplatz/8913,4,4,33.134,"8.283,50"
/praktikumsplatz/8905,7,7,66.208,"9.458,29"
/praktikumsplatz/8881,4,4,33.015,"8.253,75"
/praktikumsplatz/8871,4,4,32.978,"8.244,50"
/praktikumsplatz/8791,4,4,32.680,"8.170,00"
/praktikumsplatz/8783,7,7,65.301,"9.328,71"
/praktikumsplatz/8774,4,4,32.617,"8.154,25"
/praktikumsplatz/8769,7,7,65.197,"9.313,86"
/praktikumsplatz/8768,7,7,65.190,"9.312,86"
/praktikumsplatz/8747,4,4,32.517,"8.129,25"
/praktikumsplatz/8740,4,4,32.491,"8.122,75"
/praktikumsplatz/8739,7,7,64.974,"9.282,00"
/praktikumsplatz/8737,4,4,32.480,"8.120,00"
/praktikumsplatz/8736,7,4,64.952,"9.278,86"
/praktikumsplatz/8642,7,4,64.253,"9.179,00"
/praktikumsplatz/8639,4,4,32.115,"8.028,75"
/praktikumsplatz/86,216,156,18.543,"85,85"
/praktikumsplatz/8589,4,4,31.929,"7.982,25"
/praktikumsplatz/8563,4,4,31.833,"7.958,25"
/praktikumsplatz/8555,19,19,159.015,"8.369,21"
/praktikumsplatz/8542,4,4,31.755,"7.938,75"
/praktikumsplatz/8538,4,4,31.740,"7.935,00"
/praktikumsplatz/8503,4,4,31.610,"7.902,50"
/praktikumsplatz/8500,4,4,31.599,"7.899,75"
/praktikumsplatz/8494,4,4,31.576,"7.894,00"
/praktikumsplatz/8493,4,4,31.573,"7.893,25"
/praktikumsplatz/8484,4,4,31.539,"7.884,75"
/praktikumsplatz/8480,4,4,31.524,"7.881,00"
/praktikumsplatz/8475,4,4,31.506,"7.876,50"
/praktikumsplatz/8455,4,4,31.431,"7.857,75"
/praktikumsplatz/8450,4,4,31.413,"7.853,25"
/praktikumsplatz/8447,7,7,62.803,"8.971,86"
/praktikumsplatz/8423,7,7,62.625,"8.946,43"
/praktikumsplatz/8422,4,4,31.309,"7.827,25"
/praktikumsplatz/8420,7,7,62.602,"8.943,14"
/praktikumsplatz/8418,4,4,31.294,"7.823,50"
/praktikumsplatz/84,7,7,625,"89,29"
/praktikumsplatz/8293,11,11,92.487,"8.407,91"
/praktikumsplatz/8292,4,4,30.825,"7.706,25"
/praktikumsplatz/8291,4,4,30.822,"7.705,50"
/praktikumsplatz/8290,15,7,123.272,"8.218,13"
/praktikumsplatz/8245,4,4,30.651,"7.662,75"
/praktikumsplatz/8223,4,4,30.569,"7.642,25"
/praktikumsplatz/82,130,100,10.669,"82,07"
/praktikumsplatz/8114,4,4,30.164,"7.541,00"
/praktikumsplatz/81,4,4,301,"75,25"
/praktikumsplatz/8017,4,4,29.803,"7.450,75"
/praktikumsplatz/7990,4,4,29.703,"7.425,75"
/praktikumsplatz/7987,26,11,207.840,"7.993,85"
/praktikumsplatz/7980,4,4,29.665,"7.416,25"
/praktikumsplatz/7975,4,4,29.647,"7.411,75"
/praktikumsplatz/7973,7,7,59.279,"8.468,43"
/praktikumsplatz/7969,4,4,29.625,"7.406,25"
/praktikumsplatz/7968,19,19,148.104,"7.794,95"
/praktikumsplatz/7961,4,4,29.595,"7.398,75"
/praktikumsplatz/7951,15,15,118.231,"7.882,07"
/praktikumsplatz/7942,4,4,29.524,"7.381,00"
/praktikumsplatz/7935,4,4,29.498,"7.374,50"
/praktikumsplatz/7934,4,4,29.494,"7.373,50"
/praktikumsplatz/7928,4,4,29.472,"7.368,00"
/praktikumsplatz/7908,4,4,29.398,"7.349,50"
/praktikumsplatz/7896,4,0,29.353,"7.338,25"
/praktikumsplatz/7881,4,4,29.297,"7.324,25"
/praktikumsplatz/7875,7,7,58.550,"8.364,29"
/praktikumsplatz/7868,7,7,58.498,"8.356,86"
/praktikumsplatz/7808,7,4,58.052,"8.293,14"
/praktikumsplatz/7806,4,4,29.019,"7.254,75"
/praktikumsplatz/7782,4,4,28.929,"7.232,25"
/praktikumsplatz/7775,4,4,28.903,"7.225,75"
/praktikumsplatz/77,4,4,286,"71,50"
/praktikumsplatz/7688,4,4,28.580,"7.145,00"
/praktikumsplatz/7657,4,4,28.465,"7.116,25"
/praktikumsplatz/76,67,59,5.086,"75,91"
/praktikumsplatz/7594,4,4,28.231,"7.057,75"
/praktikumsplatz/7593,4,4,28.227,"7.056,75"
/praktikumsplatz/7552,4,4,28.074,"7.018,50"
/praktikumsplatz/7548,4,4,28.060,"7.015,00"
/praktikumsplatz/7522,4,4,27.963,"6.990,75"
/praktikumsplatz/7517,11,4,83.833,"7.621,18"
/praktikumsplatz/75,48,37,3.625,"75,52"
/praktikumsplatz/7477,4,4,27.796,"6.949,00"
/praktikumsplatz/7475,4,4,27.788,"6.947,00"
/praktikumsplatz/7463,7,7,55.487,"7.926,71"
/praktikumsplatz/7449,7,7,55.383,"7.911,86"
/praktikumsplatz/7415,22,22,165.391,"7.517,77"
/praktikumsplatz/7406,4,4,27.532,"6.883,00"
/praktikumsplatz/7393,4,4,27.483,"6.870,75"
/praktikumsplatz/7344,11,11,81.903,"7.445,73"
/praktikumsplatz/7341,4,4,27.290,"6.822,50"
/praktikumsplatz/7337,4,4,27.275,"6.818,75"
/praktikumsplatz/7324,30,30,217.814,"7.260,47"
/praktikumsplatz/7286,4,4,27.086,"6.771,50"
/praktikumsplatz/7284,30,26,216.625,"7.220,83"
/praktikumsplatz/7283,82,67,595.637,"7.263,87"
/praktikumsplatz/7282,11,7,81.212,"7.382,91"
/praktikumsplatz/7281,156,93,1.136.812,"7.287,26"
/praktikumsplatz/7280,15,7,108.253,"7.216,87"
/praktikumsplatz/7279,26,15,189.417,"7.285,27"
/praktikumsplatz/71,41,41,2.903,"70,80"
/praktikumsplatz/70,7,7,520,"74,29"
/praktikumsplatz/66,4,4,245,"61,25"
/praktikumsplatz/64,11,11,714,"64,91"
/praktikumsplatz/63,15,11,937,"62,47"
/praktikumsplatz/62,56,48,3.457,"61,73"
/praktikumsplatz/61,37,33,2.268,"61,30"
/praktikumsplatz/58,290,227,16.818,"57,99"
/praktikumsplatz/389,78,52,30.368,"389,33"
/praktikumsplatz/3349,7,7,24.900,"3.557,14"
/praktikumsplatz/3348,19,7,62.231,"3.275,32"
/praktikumsplatz/3346,4,4,12.439,"3.109,75"
/praktikumsplatz/3340,4,4,12.416,"3.104,00"
/praktikumsplatz/3339,4,4,12.413,"3.103,25"
/praktikumsplatz/3338,56,48,186.134,"3.323,82"
/praktikumsplatz/3335,78,59,260.354,"3.337,87"
/praktikumsplatz/3334,7,7,24.788,"3.541,14"
/praktikumsplatz/3320,19,19,61.710,"3.247,89"
/praktikumsplatz/3319,22,19,74.030,"3.365,00"
/praktikumsplatz/3316,7,7,24.654,"3.522,00"
/praktikumsplatz/3315,4,4,12.323,"3.080,75"
/praktikumsplatz/3313,7,7,24.632,"3.518,86"
/praktikumsplatz/3311,7,7,24.617,"3.516,71"
/praktikumsplatz/3310,11,11,36.915,"3.355,91"
/praktikumsplatz/3309,4,4,12.301,"3.075,25"
/praktikumsplatz/3308,19,15,61.487,"3.236,16"
/praktikumsplatz/3305,4,4,12.286,"3.071,50"
/praktikumsplatz/3301,4,4,12.271,"3.067,75"
/praktikumsplatz/3294,11,11,36.736,"3.339,64"
/praktikumsplatz/3292,7,7,24.476,"3.496,57"
/praktikumsplatz/3284,4,4,12.208,"3.052,00"
/praktikumsplatz/3279,4,4,12.190,"3.047,50"
/praktikumsplatz/3275,4,4,12.175,"3.043,75"
/praktikumsplatz/3273,4,4,12.167,"3.041,75"
/praktikumsplatz/3272,11,7,36.491,"3.317,36"
/praktikumsplatz/3263,4,4,12.130,"3.032,50"
/praktikumsplatz/3254,4,4,12.097,"3.024,25"
/praktikumsplatz/3241,4,4,12.048,"3.012,00"
/praktikumsplatz/3239,4,4,12.041,"3.010,25"
/praktikumsplatz/3238,4,4,12.037,"3.009,25"
/praktikumsplatz/3220,4,4,11.970,"2.992,50"
/praktikumsplatz/3219,11,11,35.900,"3.263,64"
/praktikumsplatz/3217,56,37,179.387,"3.203,34"
/praktikumsplatz/3216,67,48,215.197,"3.211,90"
/praktikumsplatz/3214,4,4,11.948,"2.987,00"
/praktikumsplatz/3211,216,171,692.336,"3.205,26"
/praktikumsplatz/3210,4,4,11.933,"2.983,25"
/praktikumsplatz/3209,41,41,131.223,"3.200,56"
/praktikumsplatz/3207,7,4,23.844,"3.406,29"
/praktikumsplatz/3205,104,89,333.606,"3.207,75"
/praktikumsplatz/3198,4,4,11.888,"2.972,00"
/praktikumsplatz/3192,7,4,23.732,"3.390,29"
/praktikumsplatz/3182,4,4,11.829,"2.957,25"
/praktikumsplatz/3181,7,0,23.651,"3.378,71"
/praktikumsplatz/3180,33,33,106.394,"3.224,06"
/praktikumsplatz/3178,11,7,35.442,"3.222,00"
/praktikumsplatz/3177,4,4,11.810,"2.952,50"
/praktikumsplatz/3176,15,11,47.227,"3.148,47"
/praktikumsplatz/3175,7,4,23.606,"3.372,29"
/praktikumsplatz/3174,7,7,23.599,"3.371,29"
/praktikumsplatz/3173,4,4,11.796,"2.949,00"
/praktikumsplatz/3171,15,15,47.152,"3.143,47"
/praktikumsplatz/3169,26,15,82.465,"3.171,73"
/praktikumsplatz/3167,4,4,11.773,"2.943,25"
/praktikumsplatz/3165,19,15,58.829,"3.096,26"
/praktikumsplatz/3164,4,4,11.762,"2.940,50"
/praktikumsplatz/3163,4,4,11.758,"2.939,50"
/praktikumsplatz/3161,22,22,70.506,"3.204,82"
/praktikumsplatz/3160,15,7,46.989,"3.132,60"
/praktikumsplatz/3159,4,4,11.744,"2.936,00"
/praktikumsplatz/3157,7,7,23.472,"3.353,14"
/praktikumsplatz/3156,7,7,23.465,"3.352,14"
/praktikumsplatz/3155,4,4,11.729,"2.932,25"
/praktikumsplatz/3154,4,4,11.725,"2.931,25"
/praktikumsplatz/3151,4,4,11.714,"2.928,50"
/praktikumsplatz/3150,7,7,23.420,"3.345,71"
/praktikumsplatz/3149,4,4,11.706,"2.926,50"
/praktikumsplatz/3146,7,7,23.390,"3.341,43"
/praktikumsplatz/3143,4,4,11.684,"2.921,00"
/praktikumsplatz/3142,4,4,11.680,"2.920,00"
/praktikumsplatz/3137,19,19,58.309,"3.068,89"
/praktikumsplatz/3135,4,4,11.654,"2.913,50"
/praktikumsplatz/3131,4,4,11.639,"2.909,75"
/praktikumsplatz/3126,4,4,11.621,"2.905,25"
/praktikumsplatz/3125,4,4,11.617,"2.904,25"
/praktikumsplatz/3116,4,4,11.584,"2.896,00"
/praktikumsplatz/3110,4,4,11.561,"2.890,25"
/praktikumsplatz/3105,4,4,11.543,"2.885,75"
/praktikumsplatz/3100,4,4,11.524,"2.881,00"
/praktikumsplatz/3099,4,4,11.520,"2.880,00"
/praktikumsplatz/3098,11,11,34.550,"3.140,91"
/praktikumsplatz/3094,22,15,69.011,"3.136,86"
/praktikumsplatz/3093,19,19,57.491,"3.025,84"
/praktikumsplatz/3092,26,15,80.461,"3.094,65"
/praktikumsplatz/3091,11,7,34.472,"3.133,82"
/praktikumsplatz/3090,7,7,22.974,"3.282,00"
/praktikumsplatz/3088,11,4,34.439,"3.130,82"
/praktikumsplatz/3086,11,7,34.416,"3.128,73"
/praktikumsplatz/3085,26,15,80.279,"3.087,65"
/praktikumsplatz/3084,7,4,22.929,"3.275,57"
/praktikumsplatz/3083,7,7,22.922,"3.274,57"
/praktikumsplatz/3081,4,4,11.454,"2.863,50"
/praktikumsplatz/3068,156,123,479.019,"3.070,63"
/praktikumsplatz/3067,56,33,171.023,"3.053,98"
/praktikumsplatz/3064,11,7,34.171,"3.106,45"
/praktikumsplatz/3061,156,130,477.926,"3.063,63"
/praktikumsplatz/3060,19,19,56.877,"2.993,53"
/praktikumsplatz/3058,11,11,34.104,"3.100,36"
/praktikumsplatz/3057,33,30,102.279,"3.099,36"
/praktikumsplatz/3056,33,33,102.246,"3.098,36"
/praktikumsplatz/3055,37,33,113.569,"3.069,43"
/praktikumsplatz/3054,19,19,56.766,"2.987,68"
/praktikumsplatz/3053,52,48,158.892,"3.055,62"
/praktikumsplatz/3050,4,4,11.338,"2.834,50"
/praktikumsplatz/3049,4,4,11.335,"2.833,75"
/praktikumsplatz/3046,4,4,11.323,"2.830,75"
/praktikumsplatz/3045,4,4,11.320,"2.830,00"
/praktikumsplatz/3042,15,7,45.234,"3.015,60"
/praktikumsplatz/3032,4,4,11.271,"2.817,75"
/praktikumsplatz/3029,4,4,11.260,"2.815,00"
/praktikumsplatz/3027,30,26,90.022,"3.000,73"
/praktikumsplatz/3026,19,7,56.245,"2.960,26"
/praktikumsplatz/3025,11,11,33.736,"3.066,91"
/praktikumsplatz/3023,4,4,11.238,"2.809,50"
/praktikumsplatz/3022,7,7,22.468,"3.209,71"
/praktikumsplatz/3021,4,4,11.231,"2.807,75"
/praktikumsplatz/3020,33,22,101.041,"3.061,85"
/praktikumsplatz/3017,15,7,44.863,"2.990,87"
/praktikumsplatz/3016,7,7,22.424,"3.203,43"
/praktikumsplatz/3014,15,11,44.818,"2.987,87"
/praktikumsplatz/3012,11,11,33.591,"3.053,73"
/praktikumsplatz/3011,4,4,11.193,"2.798,25"
/praktikumsplatz/3009,22,19,67.115,"3.050,68"
/praktikumsplatz/3008,4,4,11.182,"2.795,50"
/praktikumsplatz/3007,7,7,22.357,"3.193,86"
/praktikumsplatz/3006,4,4,11.175,"2.793,75"
/praktikumsplatz/3005,7,7,22.342,"3.191,71"
/praktikumsplatz/3004,15,15,44.669,"2.977,93"
/praktikumsplatz/3003,4,4,11.164,"2.791,00"
/praktikumsplatz/3002,11,7,33.480,"3.043,64"
/praktikumsplatz/2998,11,7,33.435,"3.039,55"
/praktikumsplatz/2996,4,4,11.138,"2.784,50"
/praktikumsplatz/2995,4,4,11.134,"2.783,50"
/praktikumsplatz/2994,22,15,66.781,"3.035,50"
/praktikumsplatz/2993,15,11,44.506,"2.967,07"
/praktikumsplatz/2992,7,7,22.245,"3.177,86"
/praktikumsplatz/2991,7,4,22.238,"3.176,86"
/praktikumsplatz/2984,26,11,77.651,"2.986,58"
/praktikumsplatz/2983,15,7,44.357,"2.957,13"
/praktikumsplatz/2981,11,7,33.245,"3.022,27"
/praktikumsplatz/2977,4,4,11.067,"2.766,75"
/praktikumsplatz/2976,11,7,33.190,"3.017,27"
/praktikumsplatz/2971,11,7,33.134,"3.012,18"
/praktikumsplatz/2966,7,7,22.052,"3.150,29"
/praktikumsplatz/2965,4,4,11.022,"2.755,50"
/praktikumsplatz/2962,22,15,66.067,"3.003,05"
/praktikumsplatz/2536,7,7,18.855,"2.693,57"
/praktikumsplatz/2535,41,33,103.662,"2.528,34"
/praktikumsplatz/2534,15,15,37.680,"2.512,00"
/praktikumsplatz/2513,26,26,65.394,"2.515,15"
/praktikumsplatz/2512,264,253,663.020,"2.511,44"
/praktikumsplatz/2511,309,290,774.771,"2.507,35"
/praktikumsplatz/2509,15,15,37.309,"2.487,27"
/praktikumsplatz/2508,7,7,18.647,"2.663,86"
/praktikumsplatz/2507,78,52,195.714,"2.509,15"
/praktikumsplatz/2506,22,19,55.896,"2.540,73"
/praktikumsplatz/2505,4,4,9.312,"2.328,00"
/praktikumsplatz/2503,22,22,55.829,"2.537,68"
/praktikumsplatz/2502,15,15,37.205,"2.480,33"
/praktikumsplatz/2501,52,52,130.164,"2.503,15"
/praktikumsplatz/2500,4,4,9.294,"2.323,50"
/praktikumsplatz/2499,4,4,9.290,"2.322,50"
/praktikumsplatz/2498,19,19,46.431,"2.443,74"
/praktikumsplatz/2495,22,11,55.651,"2.529,59"
/praktikumsplatz/2494,41,41,101.985,"2.487,44"
/praktikumsplatz/2493,238,208,593.131,"2.492,15"
/praktikumsplatz/2491,22,19,55.561,"2.525,50"
/praktikumsplatz/2490,33,33,83.309,"2.524,52"
/praktikumsplatz/2486,71,63,175.591,"2.473,11"
/praktikumsplatz/2485,7,7,18.476,"2.639,43"
/praktikumsplatz/2484,45,30,110.811,"2.462,47"
/praktikumsplatz/2481,4,4,9.223,"2.305,75"
/praktikumsplatz/2480,11,11,27.658,"2.514,36"
/praktikumsplatz/2479,11,11,27.647,"2.513,36"
/praktikumsplatz/2478,56,56,138.179,"2.467,48"
/praktikumsplatz/2477,164,156,405.161,"2.470,49"
/praktikumsplatz/2476,26,19,64.431,"2.478,12"
/praktikumsplatz/2475,4,4,9.201,"2.300,25"
/praktikumsplatz/2474,171,138,423.064,"2.474,06"
/praktikumsplatz/2473,22,22,55.160,"2.507,27"
/praktikumsplatz/2472,19,19,45.948,"2.418,32"
/praktikumsplatz/2471,7,7,18.372,"2.624,57"
/praktikumsplatz/2470,30,22,73.457,"2.448,57"
/praktikumsplatz/2469,41,41,100.963,"2.462,51"
/praktikumsplatz/2468,37,33,91.747,"2.479,65"
/praktikumsplatz/2467,926,851,2.283.584,"2.466,07"
/praktikumsplatz/2466,4,4,9.167,"2.291,75"
/praktikumsplatz/2465,119,97,293.235,"2.464,16"
/praktikumsplatz/2464,7,7,18.320,"2.617,14"
/praktikumsplatz/2463,108,86,265.528,"2.458,59"
/praktikumsplatz/2462,86,78,210.506,"2.447,74"
/praktikumsplatz/2460,4,4,9.145,"2.286,25"
/praktikumsplatz/2459,19,19,45.706,"2.405,58"
/praktikumsplatz/2458,7,7,18.275,"2.610,71"
/praktikumsplatz/2457,56,48,137.008,"2.446,57"
/praktikumsplatz/2456,41,37,100.431,"2.449,54"
/praktikumsplatz/2455,26,26,63.885,"2.457,12"
/praktikumsplatz/2453,19,19,45.595,"2.399,74"
/praktikumsplatz/2452,86,74,209.651,"2.437,80"
/praktikumsplatz/2451,56,52,136.673,"2.440,59"
/praktikumsplatz/2450,37,37,91.078,"2.461,57"
/praktikumsplatz/2448,4,4,9.100,"2.275,00"
/praktikumsplatz/2447,286,264,700.444,"2.449,10"
/praktikumsplatz/2446,7,7,18.186,"2.598,00"
/praktikumsplatz/2445,59,56,145.428,"2.464,88"
/praktikumsplatz/2444,182,145,445.190,"2.446,10"
/praktikumsplatz/2443,100,93,245.209,"2.452,09"
/praktikumsplatz/2442,33,33,81.703,"2.475,85"
/praktikumsplatz/2441,59,56,145.190,"2.460,85"
/praktikumsplatz/2439,4,4,9.067,"2.266,75"
/praktikumsplatz/2438,175,175,425.971,"2.434,12"
/praktikumsplatz/2437,4,4,9.059,"2.264,75"
/praktikumsplatz/2436,26,22,63.390,"2.438,08"
/praktikumsplatz/2435,56,52,135.781,"2.424,66"
/praktikumsplatz/2434,7,7,18.097,"2.585,29"
/praktikumsplatz/2433,22,22,54.268,"2.466,73"
/praktikumsplatz/2432,15,11,36.164,"2.410,93"
/praktikumsplatz/2431,33,33,81.335,"2.464,70"
/praktikumsplatz/2430,59,59,144.536,"2.449,76"
/praktikumsplatz/2429,26,26,63.208,"2.431,08"
/praktikumsplatz/2428,4,4,9.026,"2.256,50"
/praktikumsplatz/2427,15,15,36.089,"2.405,93"
/praktikumsplatz/2426,4,4,9.019,"2.254,75"
/praktikumsplatz/2424,37,37,90.112,"2.435,46"
/praktikumsplatz/2423,71,63,171.142,"2.410,45"
/praktikumsplatz/2422,15,11,36.015,"2.401,00"
/praktikumsplatz/2421,7,7,18.000,"2.571,43"
/praktikumsplatz/2420,4,4,8.996,"2.249,00"
/praktikumsplatz/2419,30,30,71.941,"2.398,03"
/praktikumsplatz/2418,22,15,53.933,"2.451,50"
/praktikumsplatz/2417,19,19,44.926,"2.364,53"
/praktikumsplatz/2416,52,41,125.740,"2.418,08"
/praktikumsplatz/2415,26,19,62.844,"2.417,08"
/praktikumsplatz/2414,11,11,26.922,"2.447,45"
/praktikumsplatz/2413,19,19,44.851,"2.360,58"
/praktikumsplatz/2412,15,15,35.866,"2.391,07"
/praktikumsplatz/2411,4,4,8.963,"2.240,75"
/praktikumsplatz/2409,71,52,170.153,"2.396,52"
/praktikumsplatz/2407,22,19,53.688,"2.440,36"
/praktikumsplatz/2406,7,7,17.889,"2.555,57"
/praktikumsplatz/2405,7,7,17.881,"2.554,43"
/praktikumsplatz/2404,33,33,80.431,"2.437,30"
/praktikumsplatz/2403,89,82,214.394,"2.408,92"
/praktikumsplatz/2401,48,48,116.034,"2.417,38"
/praktikumsplatz/2400,19,15,44.610,"2.347,89"
/praktikumsplatz/2399,22,19,53.509,"2.432,23"
/praktikumsplatz/2398,4,4,8.915,"2.228,75"
/praktikumsplatz/2397,15,15,35.643,"2.376,20"
/praktikumsplatz/2396,15,11,35.628,"2.375,20"
/praktikumsplatz/2395,11,11,26.710,"2.428,18"
/praktikumsplatz/2394,52,48,124.595,"2.396,06"
/praktikumsplatz/2393,56,56,133.439,"2.382,84"
/praktikumsplatz/2392,15,11,35.569,"2.371,27"
/praktikumsplatz/2391,52,37,124.439,"2.393,06"
/praktikumsplatz/2390,7,7,17.770,"2.538,57"
/praktikumsplatz/2389,104,86,248.670,"2.391,06"
/praktikumsplatz/2387,11,7,26.621,"2.420,09"
/praktikumsplatz/2384,7,7,17.725,"2.532,14"
/praktikumsplatz/2382,112,108,265.651,"2.371,88"
/praktikumsplatz/2375,37,37,88.290,"2.386,22"
/praktikumsplatz/2374,15,15,35.301,"2.353,40"
/praktikumsplatz/2373,19,19,44.108,"2.321,47"
/praktikumsplatz/2372,7,7,17.636,"2.519,43"
/praktikumsplatz/2371,11,11,26.442,"2.403,82"
/praktikumsplatz/2370,45,45,105.725,"2.349,44"
/praktikumsplatz/2369,7,7,17.613,"2.516,14"
/praktikumsplatz/2368,100,86,237.681,"2.376,81"
/praktikumsplatz/2366,30,26,70.364,"2.345,47"
/praktikumsplatz/2364,7,7,17.576,"2.510,86"
/praktikumsplatz/2363,48,41,114.197,"2.379,10"
/praktikumsplatz/2362,15,15,35.123,"2.341,53"
/praktikumsplatz/2359,7,7,17.539,"2.505,57"
/praktikumsplatz/2358,11,11,26.297,"2.390,64"
/praktikumsplatz/2357,19,19,43.810,"2.305,79"
/praktikumsplatz/2356,52,45,122.617,"2.358,02"
/praktikumsplatz/2355,19,19,43.773,"2.303,84"
/praktikumsplatz/2354,346,323,813.838,"2.352,13"
/praktikumsplatz/2352,4,0,8.744,"2.186,00"
/praktikumsplatz/2351,59,41,139.837,"2.370,12"
/praktikumsplatz/2350,19,19,43.680,"2.298,95"
/praktikumsplatz/2349,26,19,61.126,"2.351,00"
/praktikumsplatz/2348,22,19,52.372,"2.380,55"
/praktikumsplatz/2347,26,22,61.074,"2.349,00"
/praktikumsplatz/2346,4,4,8.721,"2.180,25"
/praktikumsplatz/2345,4,4,8.717,"2.179,25"
/praktikumsplatz/2344,104,93,243.986,"2.346,02"
/praktikumsplatz/2343,56,56,130.651,"2.333,05"
/praktikumsplatz/2340,52,48,121.785,"2.342,02"
/praktikumsplatz/2339,4,4,8.695,"2.173,75"
/praktikumsplatz/2338,33,30,78.223,"2.370,39"
/praktikumsplatz/2335,41,41,95.483,"2.328,85"
/praktikumsplatz/2334,71,63,164.855,"2.321,90"
/praktikumsplatz/2333,190,160,442.317,"2.327,98"
/praktikumsplatz/2332,416,394,970.946,"2.334,00"
/praktikumsplatz/2331,97,82,225.301,"2.322,69"
/praktikumsplatz/2330,4,4,8.662,"2.165,50"
/praktikumsplatz/2329,41,37,95.238,"2.322,88"
/praktikumsplatz/2327,353,294,821.804,"2.328,06"
/praktikumsplatz/2326,134,123,311.287,"2.323,04"
/praktikumsplatz/2324,4,4,8.639,"2.159,75"
/praktikumsplatz/2323,100,86,233.164,"2.331,64"
/praktikumsplatz/2322,15,11,34.528,"2.301,87"
/praktikumsplatz/2321,26,26,60.398,"2.323,00"
/praktikumsplatz/2320,26,26,60.372,"2.322,00"
/praktikumsplatz/2319,89,82,206.900,"2.324,72"
/praktikumsplatz/2318,30,26,68.937,"2.297,90"
/praktikumsplatz/2317,171,167,396.216,"2.317,05"
/praktikumsplatz/2314,78,59,180.647,"2.315,99"
/praktikumsplatz/2313,26,22,60.190,"2.315,00"
/praktikumsplatz/2312,22,19,51.569,"2.344,05"
/praktikumsplatz/2310,48,45,111.636,"2.325,75"
/praktikumsplatz/2309,97,86,223.175,"2.300,77"
/praktikumsplatz/2308,33,30,77.219,"2.339,97"
/praktikumsplatz/2307,7,7,17.152,"2.450,29"
/praktikumsplatz/2304,7,7,17.130,"2.447,14"
/praktikumsplatz/2301,33,33,76.985,"2.332,88"
/praktikumsplatz/2300,37,37,85.502,"2.310,86"
/praktikumsplatz/2299,97,97,222.209,"2.290,81"
/praktikumsplatz/2298,41,41,93.970,"2.291,95"
/praktikumsplatz/2297,26,26,59.773,"2.298,96"
/praktikumsplatz/2294,37,37,85.279,"2.304,84"
/praktikumsplatz/2293,7,4,17.048,"2.435,43"
/praktikumsplatz/2292,11,7,25.561,"2.323,73"
/praktikumsplatz/2291,56,48,127.751,"2.281,27"
/praktikumsplatz/2289,4,4,8.509,"2.127,25"
/praktikumsplatz/2287,19,15,42.509,"2.237,32"
/praktikumsplatz/2285,19,19,42.472,"2.235,37"
/praktikumsplatz/2284,15,11,33.963,"2.264,20"
/praktikumsplatz/2283,15,15,33.948,"2.263,20"
/praktikumsplatz/2282,11,11,25.450,"2.313,64"
/praktikumsplatz/2280,4,4,8.476,"2.119,00"
/praktikumsplatz/2278,11,11,25.405,"2.309,55"
/praktikumsplatz/2276,41,37,93.071,"2.270,02"
/praktikumsplatz/2274,11,11,25.361,"2.305,55"
/praktikumsplatz/2273,86,86,194.346,"2.259,84"
/praktikumsplatz/2272,48,48,109.799,"2.287,48"
/praktikumsplatz/2271,59,45,135.078,"2.289,46"
/praktikumsplatz/2270,7,7,16.877,"2.411,00"
/praktikumsplatz/2269,7,7,16.870,"2.410,00"
/praktikumsplatz/2267,33,30,75.848,"2.298,42"
/praktikumsplatz/2266,30,30,67.390,"2.246,33"
/praktikumsplatz/2265,11,11,25.260,"2.296,36"
/praktikumsplatz/2264,22,22,50.498,"2.295,36"
/praktikumsplatz/2263,67,59,151.428,"2.260,12"
/praktikumsplatz/2262,26,26,58.863,"2.263,96"
/praktikumsplatz/2261,4,4,8.405,"2.101,25"
/praktikumsplatz/2260,82,71,184.833,"2.254,06"
/praktikumsplatz/2259,45,45,100.773,"2.239,40"
/praktikumsplatz/2258,33,33,75.547,"2.289,30"
/praktikumsplatz/2257,152,126,344.004,"2.263,18"
/praktikumsplatz/2256,89,82,201.279,"2.261,56"
/praktikumsplatz/2255,11,11,25.149,"2.286,27"
/praktikumsplatz/2254,4,4,8.379,"2.094,75"
/praktikumsplatz/2247,4,4,8.353,"2.088,25"
/praktikumsplatz/2246,4,4,8.349,"2.087,25"
/praktikumsplatz/2245,483,431,1.084.946,"2.246,27"
